Paper_ID,Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Included in text?,Hazard_type,Scale,Country,Study_area,Method_category,Method,Specific_methods,Data,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 88,Scale_Label
462,J,"Li, Yichan; Cheng, Linyin; Miao, Chiyuan; Liu, Zhiyong",,,,"Miao, chiyuan/E-6036-2011; Liu, Zhiyong/AFZ-2716-2022; Miao, Chiyuan/E-6036-2011; Li, Yichan/OOM-7851-2025","Li, Yichan/0009-0001-4029-6366; Liu, Zhiyong/0000-0002-6930-5879; Miao, Chiyuan/0000-0001-6413-7020;",,,,,Observational Uncertainty for Global Drought-Pluvial Volatility,,,,,,,,WATER RESOURCES RESEARCH,,,,59.0,12,,,,,e2022WR034263,,,10.1029/2022WR034263,,,,,,,Article,DEC 2023,2023,"Droughts and pluvials have occurred in most regions in the past. However, what calls growing attention is the additive effects of these two opposite extreme events occurring in spatial-temporal proximity to one another, sometimes beyond either of the hazards individually. This study examines the likelihood of global drought-pluvial volatility which involves both meteorological drought-to-pluvial (DTP) and pluvial-to-meteorological drought transitions; meanwhile, identifies discrepancies and agreements among the widely used observations for such events, an aspect that remains currently overlooked. Globally, we find that the observation-based data sets including Global Precipitation Climatology Center (GPCC), Climate Research Unit (CRU) and ERA5 reach a good agreement in estimating the event transition rates, with an average 15.46% (15.49%) of all meteorological droughts (pluvials) being succeeded by pluvials (meteorological droughts) in the following season. At the regional scale, our results reveal that the spatial variability and frequency associated with meteorological DTP transitions are slightly larger than that with pluvial-to- meteorological drought transitions, but the observational uncertainty is more pronounced in the latter case as a result of greater uncertainty in the univariate drought depiction and enhanced regional divergence among the observed data. In general, GPCC and CRU exhibit higher consistency, albeit with less agreement under pluvial-to- meteorological drought transitions, while ERA5 yields underestimations and reduced spatial variability considering both transition scenarios. The study highlights a need of using multiple independent observation-based data sets for compound/multivariate extreme analysis, particularly in the context of climate-related decision-making, water resources planning, and future model validation studies.As the planet continues to warm, climate changes express themselves most obviously through the earth's water cycle, fueling more intense and frequent droughts and pluvials, even at the exact same location. While the uncertainties related to individual droughts/pluvials in model-observation and observation-observation comparisons are usually reported, uncertainties in the observational references of their compound events remain weakly explored. Accurate observational references in this regard can assist identifying geographical hot spots of drought-pluvial seesaws with increased confidence, evaluating whether models represent the hydrological cycle well, and making their joint risk assessment more convincing-whereas, large discrepancies or even inaccurate observations could limit the capability for event monitoring and attribution, model validation and decision making. Our study consists of three flavors: first, we investigate the likelihood of drought-pluvial volatility, measured through rapid meteorological DTP and pluvial-to- meteorological drought transition rates over global land areas; second, we demonstrate observational uncertainty associated with such events by analyzing three widely used observation-based data sets; lastly, we provide evidence of enhanced intra-annual drought-pluvial volatility in a number of regions that are consistently supported by these data sets. The research findings can have important implications for climate-related decision-making, water resources planning, and future model validation studies.Observational uncertaintyMeteorological drought-pluvial transition ratesImplications for compound/multivariate extreme events","1  Event Coincidence Analysis
The study highlights a need of using multiple independent observation-based data sets for compound/multivariate extreme analysis, particularly in the context of climate-related decision-making, water resources planning, and future model validation studies.",drought-pluvial,Global,Global,Global,Data-driven methods,Event coincidence analysis,Event coincidence analysis,,,,,,,,,,3,0,0,0,0,0,3,6,35,0043-1397,1944-7973,,,,,,,,,,,,,,2024-01-10,WOS:001131509600001,,,Global-scale
468,J,"Wang, Jun; Chen, Yang; Tett, Simon F. B.; Stone, Daithi; Nie, Ji; Feng, Jinming; Yan, Zhongwei; Zhai, Panmao; Ge, Quansheng",,,,"Nie, Ji/AFI-1484-2022; Tett, Simon/B-1504-2013; Yan, Zhongwei/AAF-7451-2020; Zhai, Panmao/AGR-2765-2022","Yan, ZHongwei/0000-0003-0638-137X; Tett, Simon/0000-0001-7526-560X; Chen, Yang/0000-0002-1765-3783; Zhai, Panmao/0000-0002-1813-0159;",,,,,Storyline attribution of human influence on a record-breaking spatially compounding flood-heat event,,,,,,,,SCIENCE ADVANCES,,,,9.0,48,,,,,eadi2714,,,10.1126/sciadv.adi2714,,,,,,,Article,DEC 1 2023,2023,"Attribution of compound events informs preparedness for emerging hazards with disproportionate impacts. However, the task remains challenging because space-time interactions among extremes and uncertain dynamic changes are not satisfactorily addressed in the well-established attribution framework. For attributing the 2020 record-breaking spatially compounding flood-heat event in China, we conduct a storyline attribution analysis by designing simulation experiments via a weather forecast model, quantifying component-based attributable changes, and comparing with historical flow analogs. We quantify that given the large-scale circulation, anthropogenic influence to date has exacerbated the extreme Mei-yu rainfall in the mid-lower reaches of the Yangtze River during June-July 2020 by similar to 6.5% and warmed the co-occurring seasonal extreme heat in South China by similar to 1 degrees C. Our projections show a further intensification of the compound event by the end of this century, with moderate emissions making the rainfall totals similar to 14% larger and the season similar to 2.1 degrees C warmer in South China than the 2020 status.","1 physics-based model based on storyline
For record-breaking events, observations of mere decades are too brief to obtain meaningful statistics (e.g., return period) to guide event definition (17, 18), thus introducing large uncertainties in the remaining attribution steps (19, 20). The issue is more prominent for low-likelihood compound events because factoring in intra-event dependence requires a substantially enlarged sample size for the statistic estimates (16, 21). Moreover, applying a univariate extreme-tailored attribution method to multivariate extreme events is never straightforward. It requires a systematic transformation of all steps, including event definition, model evaluation, bias correction, and quantification of likelihood changes (22, 23). Nonetheless, there is a general lack of well-accepted theories, metrics, and techniques to underpin such an intermethod transformation.",flood-heatwave,Regional,China,China,Physics-based methods,Atmospheric model,WRF version 4.4.2,,,,,,,,,,33,7,0,0,6,0,39,9,94,2375-2548,,,,,,,,,,,,,,,2024-01-18,WOS:001122844300007,38019915.0,,Regional-scale
469,J,"Rhoades, Alan M.; Zarzycki, Colin M.; Inda-Diaz, Hector A.; Ombadi, Mohammed; Pasquier, Ulysse; Srivastava, Abhishekh; Hatchett, Benjamin J.; Dennis, Eli; Heggli, Anne; McCrary, Rachel; McGinnis, Seth; Rahimi-Esfarjani, Stefan; Slinskey, Emily; Ullrich, Paul A.; Wehner, Michael; Jones, Andrew D.",,,,"McGinnis, Seth/KTI-4301-2024; Jones, Andrew/M-4363-2013; Wehner, Michael/F-7841-2015; Ombadi, Mohammed/AAC-6257-2019; Zarzycki, Colin/E-5691-2014; SRIVASTAVA, ABHISHEKH/AAF-2280-2020; Ullrich, Paul/E-9350-2015; Jones, Anew/M-4363-2013; Rhoades, Alan/H-9084-2017","Heggli, Anne/0000-0002-3207-6953; Dennis, Eli/0000-0001-8482-571X; Pasquier, Ulysse/0000-0002-8390-9062; Ombadi, Mohammed/0000-0001-7793-9137; Srivastava, Abhishekh/0000-0001-9032-4524; McGinnis, Seth/0000-0001-8082-834X; Jones, Anew/0000-0002-1913-7870; Inda Díaz, Héctor/0000-0003-1960-6873; Rhoades, Alan/0000-0003-3723-2422",,,,,Recreating the California New Year's Flood Event of 1997 in a Regionally Refined Earth System Model,,,,,,,,JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS,,,,15.0,10,,,,,e2023MS003793,,,10.1029/2023MS003793,,,,,,,Article,OCT 2023,2023,"The 1997 New Year's flood event was the most costly in California's history. This compound extreme event was driven by a category 5 atmospheric river that led to widespread snowmelt. Extreme precipitation, snowmelt, and saturated soils produced heavy runoff causing widespread inundation in the Sacramento Valley. This study recreates the 1997 flood using the Regionally Refined Mesh capabilities of the Energy Exascale Earth System Model (RRM-E3SM) under prescribed ocean conditions. Understanding the processes causing extreme events informs practical efforts to anticipate and prepare for such events in the future, and also provides a rich context to evaluate model skill in representing extremes. Three California-focused RRM grids, with horizontal resolution refinement of 14 km down to 3.5 km, and six forecast lead times, 28 December 1996 at 00Z through 30 December 1996 at 12Z, are assessed for their ability to recreate the 1997 flood. Planetary to synoptic scale atmospheric circulations and integrated vapor transport are weakly influenced by horizontal resolution refinement over California. Topography and mesoscale circulations, such as the Sierra barrier jet, are better represented at finer horizontal resolutions resulting in better estimates of storm total precipitation and storm duration snowpack changes. Traditional time-series and causal analysis frameworks are used to examine runoff sensitivities state-wide and above major reservoirs. These frameworks show that horizontal resolution plays a more prominent role in shaping reservoir inflows, namely the magnitude and time-series shape, than forecast lead time, 2-to-4 days prior to the 1997 flood onset.","1 climate model/earth system model
Storyline event recreations also have practical model development implications. Climate models are mostly optimized around mean state performance for different hydrometeorological performance metrics (Fasullo, 2020), rather than extremes. This is especially true from the perspective of land-atmosphere interactions that drive compound extremes (La Follette et al., 2021). Storyline approaches can also help to convey information on model uncertainty, namely the role of structural and scenario uncertainty (Lehner et al., 2020), in a more understandable and decision-relevant way. Therefore, the recreation of the 1997 flood is a useful exercise in understanding the nature of extreme events and determining whether our cutting-edge modeling approaches are fit for purpose in simulating them. An additional benefit of storyline approaches is that the climate models used and the resultant climate research conducted become tailored toward greater practitioner relevance over time (Lemos et al., 2012).
The complexity of Earth system interactions within the RRM-E3SM simulations and the large number of grid cells within the spatial domain of analysis makes it difficult to unambiguously disentangle the impact of resolution and forecast lead time on processes and interactions between hydrometeorological variables. Thus, in the present study, we use causal inference to gain insights into the interactions between atmospheric and land-surface variables on one hand, and total runoff on the other. To the best of our knowledge, this is the first application of this framework for this style of problem. Causal inference allows us to move beyond canonical correlation analysis while reducing the dimensionality of analysis to investigate interactions in the model. The goal of causal inference methods is to determine causal relationships between hydrometeorological variables by using concepts of statistical conditional independence on time series data. These methods are gaining popularity in the Earth and environmental sciences community (Ombadi et al., 2020; Runge, 2023; Runge et al., 2019; Sugihara et al., 2012) and offer a unique perspective to evaluate relationships.",compound flood,Regional,US,California,Physics-based methods,Earth system model,Energy Exascale Earth System Model (E3SM),,,,,,,,,,11,0,0,0,0,0,11,0,7,,1942-2466,,,,,,,,,,,,,,2023-10-28,WOS:001083265500001,,,Regional-scale
481,J,"Zachariah, Mariam; Kumari, Savitri; Mondal, Arpita; Haustein, Karsten; Otto, Friederike E. L.",,,,"Mondal, Arpita/J-5231-2019","Mondal, Arpita/0000-0002-7622-8306",,,,,"Attribution of the 2015 drought in Marathwada, India from a multivariate perspective",,,,,,,,WEATHER AND CLIMATE EXTREMES,,,,39.0,,,,,,100546,,,10.1016/j.wace.2022.100546,,,,,JAN 2023,,Article,MAR 2023,2023,"The agricultural region of Marathwada in India incurred significant loss of crops and lives during the summer of 2015, which was characterised by persistent hot and dry conditions. We use observations and large ensembles of regional climate model simulations to understand and attribute this joint occurrence of deficient rainfall and high temperature in a novel, multivariate framework. Highly unlikely in a world without anthropogenic climate change (1-in-256 year), the event is found to be frequent (1-in-38 year) in the actual world. Thus, the risk of this event is found to be atleast quintupled due to anthropogenic factors, implying that the 2015 event is more likely due to anthropogenic climate change. Interestingly, the 2015 dry event is not unprecedented (similar to 1-in-15 year) based on observed records and for either of the model scenarios, suggesting that risk assessments based on rainfall alone may not be enough to reconcile the observed impacts. Further, such compound drought events are projected to become even more frequent under future end-of-the-century warming targets of 1.5 degrees C and 2 degrees C above pre-industrial levels, with expected doubling and tripling of the probability of the 2015 hot-dry conditions, respectively. Our findings highlight the role of human-induced warming on increased incidences of compound extreme events, thereby warranting adaptation strategies that aim at alleviating associated risks.",,hot-dry,Regional,India,Marathwada,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,11,0,0,0,2,0,12,2,22,2212-0947,,,,,,,,,,,,,,,2023-02-14,WOS:000916051700001,,,Regional-scale
517,J,"Binoy, Sneha; Jyoma, J. P.; Adarsh, S.; Siddik, Muhammed; Nourani, Vahid; Alisha, A.; Sreeshma, T.",,,,"Muhammed, Siddik/AIB-4312-2022; S, Adarsh/AAF-3629-2019; Nourani, Vahid/F-4051-2017",,,,,,"Flood risk analysis and mapping under compound hazards: A copula approach for tropical coastal district of Alappuzha, India",,,,,,,,JOURNAL OF HYDRO-ENVIRONMENT RESEARCH,,,,46.0,,,,60,71,,,,10.1016/j.jher.2022.11.004,,,,,DEC 2022,,Article,JAN 2023,2023,"This study investigates the determination of compound risk under the co-existence of heavy rainfall and water level rise at Alappuzha, a coastal district in Southern Kerala, India using Copulas. In the case of Alappuzha, when the combined action of rainfall and water level rise occurs, the chances of compound flooding is more in and around Vembanad Lake and lower Kuttanad regions. So, the water level and rainfall of three different locations viz. Punnmada, Cherthala, Arookutty are considered for compound flood risk analysis. A joint probability model based on Copula is used to determine the combined risk of flooding. First the marginal distributions of daily rainfall and water level data are developed for each locations and the best fit distribution is used for finding the joint probability. The three most common Archimedean copulas Gumbel-Hougaard (GH), Clayton and Frank are used to find the joint probability of rainfall and water level and the best copula for each location is also iden-tified. Subsequently, the joint and conditional return periods of rainfall and water level are also obtained in an exercise of risk modeling. By using the digital elevation model (DEM) in a Geographic Information System (GIS) platform, the flood prone areas are calculated and represented them graphically, for specific cases of joint return period-water level combinations. This helps as an aid for administrators or policy makers to effectively perform the disaster management at Alappuzha.",,compound flood,City,India,Alappuzha,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,6,0,0,0,0,0,6,4,18,1570-6443,1876-4444,,,,,,,,,,,,,,2023-07-05,WOS:001013266100001,,,City-scale
522,J,"Gao, Liang; Du, Haoxuan; Huang, Hui; Zhang, Limin; Zhang, Ping",,,,"Zhang, Li-Min/G-9891-2011; Du, Haoxuan/OOK-2689-2025; GAO, Liang/OEO-4694-2025",,,,,,Modelling the compound floods upon combined rainfall and storm surge events in a low-lying coastal city,,,,,,,,JOURNAL OF HYDROLOGY,,,,627.0,,,,,,130476,,,10.1016/j.jhydrol.2023.130476,,,,,NOV 2023,,Article,DEC 2023,2023,"Low-lying coastal cities are highly vulnerable to compound floods, which may result from a simultaneous occurrence of storm surges and heavy rainfall. Systematic numerical analysis is essential for projecting flood scenarios upon compound events. In this study, a coupled model that integrates the 1D drainage module with the 2D overland flow module is developed and validated by taking Macau as the study area. The joint cumulative probability distribution between rainfall and storm tide are derived based on the historical typhoon data. The flood hazards are projected under designed scenarios, and an investigation is conducted on the backflow processes through drainage system and effectiveness of installing tide gates. The flood zones are delineated and the contributions of rainfall and storm tide to floods are analyzed. Storm surge exerts a greater influence on the maximum inundation depth in the western Macau Peninsula than heavy precipitation does. As the peak tidal level increases from a 10-year to a 200-year return period, the increments of flooded area ratio to the total land area are approximately 19 %. The backflows through underground drainage system could expand the tide affected area during storm events, as indicated by the backflows in the pipe 1.4 km away from the coastal boundary. By installing tide gates, backflows could be greatly eliminated in the corresponding pipes. The inundation area in the compound flood scenario is not equal to the superposition of the extents by the individual components. The transition area that is affected by both storm tide and rainfall extends from coast to inland areas under the combined effects. This study is expected to furnish valuable insights for flood risk assessment, flood hazard prevention and mitigation in low-lying coastal cities such as Macau.",,compound flood,City,China,Macau,Physics-based methods,Hydrological model | Hydraulic model,MIKE FLOOD 1D–2D Modellin,,,,,,,,,,24,1,0,0,5,0,26,13,72,0022-1694,1879-2707,,,,,,,,,,,,,,2023-12-23,WOS:001121705000001,,,City-scale
523,J,"Mitu, Mahjabeen Fatema; Sofia, Giulia; Shen, Xinyi; Anagnostou, Emmanouil N.",,,,"Sofia, Giulia/A-1218-2016","Sofia, Giulia/0000-0002-9769-439X",,,,,Assessing the compound flood risk in coastal areas: Framework formulation and demonstration,,,,,,,,JOURNAL OF HYDROLOGY,,,,626.0,,,,,,130278,,,10.1016/j.jhydrol.2023.130278,,,,,OCT 2023,,Article,NOV 2023,2023,"Storm surge and river runoff can result in compound flooding in coastal areas. The impact of these events can be more significant than that generated by each component individually. This paper describes a framework for characterizing flooding during compound events and quantifying the relative importance of surge and river flows in controlling inundation depth (ID). For the analysis, we considered 1051 simulations of historical flood events covering about 40 years in Connecticut (CT), USA, and several simulated storms associated with synthetic climate scenarios. We simulated river discharge time series for each event using a physically based distributed hydrological model and retrieved the storm surge from tidal stations. These time series are used as upstream and downstream boundary conditions in 2D hydrodynamic simulation. We focused the analysis on seven locations along the coast of Connecticut covered by LiDAR-derived 1 m DEM. To capture the variability of inundation characteristics over the full-scale gradient from river to coast, we introduced a new topographic index, D-Index, that distinguishes topologic variabilities. Results from this study highlight that there is a correlation of ID to different drivers in distinct categories of the D-Index, which can correctly label the main source of hazard, either coast, river, or compound. We identified thresholds of standard deviation (sigma) of the D-Index to identify areas where ID strongly correlates with either flow peak and volume, surge peak, or a combination of both. The study also shows that it is possible to use the results obtained from the 1 m analysis to generalize the findings for the entire CT coast to derive zones dominated by surge, river flow, or the compound effect of the two. This study can help coastal communities better understand the risk of the compound impacts of coastal storms, which is essential for increasing climate resilience.","1 The main outcome is to derive thresholds on the topologically based index values for identifying surge-dominated, flow-dominated, and compound dominated areas.",compound flood,Regional,US,seven river reaches (ranging from 3.7 to 8.3 km) along the coast of Connecticut,Physics-based methods,Hydrodynamic model,HEC-RAS,,,,,,,,,,12,0,0,0,4,0,13,5,19,0022-1694,1879-2707,,,,,,,,,,,,,,2023-12-01,WOS:001104439300001,,,Regional-scale
526,J,"Pan, Rongyun; Li, Wei; Wang, Qirong; Ailiyaer, Aihaiti",,,,"Li, Wei/ABF-6887-2020",,,,,,Detectable Anthropogenic Intensification of the Summer Compound Hot and Dry Events Over Global Land Areas,,,,,,,,EARTHS FUTURE,,,,11.0,6,,,,,e2022EF003254,,,10.1029/2022EF003254,,,,,,,Article,JUN 2023,2023,"Compound hot and dry events (CHDEs) pose an increasing threat to global warming and have received growing attention in recent decades. We conducted a detection and attribution analysis (D&A) using the optimal fingerprint technique to analyze the changes in observed CHDEs at continental and sub-continental scales from 1961 to 2014. The responses of CHDEs changes to anthropogenic (ANT), greenhouse gases (GHG), aerosols (AER), and natural (NAT) forcings were obtained from the Coupled Model Intercomparison Project phase 6 forcing experiment. In a two-signal D&A analysis that considered ANT and NAT simultaneously, ANT signals were robustly detected and separated from NAT in all continental domains and more than 65% of subcontinental domains (29 out of 44 domains). The trend attributed to the ANT forcing is comparable to the observed trend over domains where the ANT signal is detectable. We also conducted a three-signal D&A analysis that regressed observation onto GHG, AER, and NAT simultaneously. The GHG signals were detectable in all continents except Oceania, and it contributed dominantly to the observed trend over 22 out of 29 regions where ANT signals had emerged. Multivariate biases correction can largely reduce the models' biases in simulating the marginal distribution and the dependence structure, which can provide a more accurate future risk of CDHEs. We found that limiting global warming to 1.5 degrees C rather than 2.0 degrees C can significantly mitigate the impact of compound events in most areas of global land, particularly in South America, Africa, and Oceania.",,summer heat-dry,Global,Global,Global,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,18,0,0,0,3,0,18,5,55,,2328-4277,,,,,,,,,,,,,,2023-06-23,WOS:001004885500001,,,Global-scale
533,J,"Francois, Bastien; Vrac, Mathieu",,,,,"FRANCOIS, Bastien/0000-0002-9471-026X",,,,,Time of emergence of compound events: contribution of univariate and dependence properties,,,,,,,,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,,,23.0,1,,,21,44,,,,10.5194/nhess-23-21-2023,,,,,,,Article,JAN 11 2023,2023,"Many climate-related disasters often result from a combination of several climate phenomena, also referred to as compound events'' (CEs). By interacting with each other, these phenomena can lead to huge environmental and societal impacts, at a scale potentially far greater than any of these climate events could have caused separately. Marginal and dependence properties of the climate phenomena forming the CEs are key statistical properties characterising their probabilities of occurrence. In this study, we propose a new methodology to assess the time of emergence of CE probabilities, which is critical for mitigation strategies and adaptation planning. Using copula theory, we separate and quantify the contribution of marginal and dependence properties to the overall probability changes of multivariate hazards leading to CEs. It provides a better understanding of how the statistical properties of variables leading to CEs evolve and contribute to the change in their occurrences. For illustrative purposes, the methodology is applied over a 13-member multi-model ensemble (CMIP6) to two case studies: compound wind and precipitation extremes over the region of Brittany (France), and frost events occurring during the growing season preconditioned by warm temperatures (growing-period frost) over central France. For compound wind and precipitation extremes, results show that probabilities emerge before the end of the 21st century for six models of the CMIP6 ensemble considered. For growing-period frosts, significant changes of probability are detected for 11 models. Yet, the contribution of marginal and dependence properties to these changes in probabilities can be very different from one climate hazard to another, and from one model to another. Depending on the CE, some models place strong importance on both marginal properties and dependence properties for probability changes. These results highlight the importance of considering changes in both marginal and dependence properties, as well as their inter-model variability, for future risk assessments related to CEs.",,wind-extreme precipitation,Regional,France,Brittany,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,13,1,0,0,1,0,15,2,31,1561-8633,1684-9981,,,,,,,,,,,,,,2023-02-27,WOS:000922584700001,,,Regional-scale
536,J,"Wu, Di; Hu, Zeyong",,,,"WU, Di/AAG-4235-2019",,,,,,Increasing compound drought and hot event over the Tibetan Plateau and its effects on soil water,,,,,,,,ECOLOGICAL INDICATORS,,,,153.0,,,,,,110413,,,10.1016/j.ecolind.2023.110413,,,,,JUN 2023,,Article,SEP 2023,2023,"Climate extremes, such as droughts and hot events, are expected to become more frequent and intense as the Earth's climate continues to change. Indeed, they will likely pose increasingly serious threats to both humanity and the sustainability of natural ecosystems. Compound climate extremes may significantly impact regions sensitive to climate change, such as the Tibetan Plateau (TP), although there is currently a notable lack of research on compound extreme drought and hot events (CEDHs) that affect this region. We employed the copula model using the standardized precipitation index (SPI), standardized temperature index (STI), and standardized soil moisture index (SSMI) to explore patterns of changes in CEDHs and assess the risk of soil water scarcity under CEDHs. Our results showed that the probability of CEDHs increased significantly across the TP over time, mainly due to hot events becoming more common. The conditional probability of soil water scarcity (SSMI <-0.8) under moderate CEDHs (defined as SPI < -0.8 and STI > 0.8) increased by 81.8% and 21.4% over time compared with those under individual hot and dry conditions, respectively. Our findings have important implications for mitigating the impacts of CEDHs under future global warming scenarios.",,drought-hot,Regional,China,Tibetan Plateau,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,18,0,0,0,5,0,18,17,122,1470-160X,1872-7034,,,,,,,,,,,,,,2023-07-07,WOS:001015839400001,,,Regional-scale
541,J,"Xu, Pengcheng; Wang, Dong; Wang, Yuankun; Singh, Vijay P.; Qiu, Jianchun; Wu, Jichun; Zhang, Along; Ju, Xiaopei",,,,"Qiu, Jianchun/CAH-6551-2022; Singh, Vijay/ACU-9912-2022; Xu, Pengcheng/JOL-0181-2023; Wang, Yuankun/GWC-7180-2022",,,,,,+Dynamic identification and risk analysis of compound dry-hot events considering nonstationarity,,,,,,,,JOURNAL OF HYDROLOGY,,,,616.0,,,,,,128852,,,10.1016/j.jhydrol.2022.128852,,,,,DEC 2022,,Article,JAN 2023,2023,"Duo to the influence of anthropogenic and climate change, the traditional drought or hot event identification indices under the stationary assumption of the probabilistic behavior of a hydrometeorological variable could be no longer valid. This study proposed a nonstationary framework for the identification of compound dry-hot extremes and risk assessment considering climate change for the warm season during the period 1901-2017 in Weihe River Basin (WRB) and Fenhe River Basin (FRB), China. The proposed framework is composed of three phases: (1) calculating nonstationary precipitation index (NSPI) and standardized temperature index (NSTI) by incorporating large-scale climate indices as covariates of fitted distribution parameters; (2) calculating nonsta-tionary compound dry-hot index (NCDH) based on nonstationary copula models; and (3) bivariate nonstationary risk analysis of compound dry-hot events through two regional characteristics called relative affected area (RA) and mean severity of area (MSA). The proposed NCDH using climate indices as covariates was found to be su-perior in capturing compound dry-hot characteristics and revealing the trend of temporal and spatial changes of WRB over the period of 1901-2017. Based on the nonstationary risk assessment of regional characteristics, the occurrence risk of compound extremes in Sub-Basin 1 of WRB was less than that in the other two Sub-Basins. Considering the importance of nonstationarity during the above three modelling phases, the nonstationarity in the 1st phase modelling of average precipitation (AP) and average temperature (AT) to derive NSPI and NSTI could have a greater impact on the final results of nonstationary risk assessment of compound dry-hot events than nonstationarity in the other two phases. This nonstationary compound dry-hot index provides a new insight into compound extreme identification and risk assessment that can adapt to a changing environment.",,dry-hot,Regional,China,Weihe River basin,Data-driven methods,Multivariate dependence modeling,copula,,,,,,,,,,10,0,0,0,3,1,11,9,127,0022-1694,1879-2707,,,,,,,,,,,,,,2023-01-06,WOS:000895772200004,,,Regional-scale
561,J,"He, Wenyu; Chen, Huopo; Ma, Jiehua",,,,"Huopo, Chen/B-7771-2013",,,,,,Variations in Summer Extreme Hot-Humid Events over Eastern China and the Possible Associated Mechanisms,,,,,,,,JOURNAL OF CLIMATE,,,,36.0,11,,,3801,3815,,,,10.1175/JCLI-D-22-0695.1,,,,,,,Article,JUN 2023,2023,"This study aimed to explore the changing characteristics of summer, compound, extreme hot-humid events over eastern China in recent decades and the associated underlying mechanisms. Results showed that the summer extreme hot-humid events over eastern China have tended to increase but with strong interannual variability in recent decades. Fur-ther analyses indicated that the summer sea surface temperature (SST) anomalies over the northwest Pacific (NW Pacific) and western tropical Pacific, and the May Arctic sea ice concentration (SIC) anomalies are the key elements that are closely connected to the variations in extreme hot-humid events over eastern China. The positive SST anomalies over the NW Pacific in summer, on the one hand, could strengthen the local circulation patterns that lead to the anomalous anticyclonic cir-culation over eastern China. On the other hand, the positive SST anomalies over the western tropical Pacific excite an anom-aly pattern similar to the Pacific-Japan pattern that weakens the westerly jet and enhances the anticyclone circulation anomalies over the upper level of eastern China. Both of them provide favorable conditions for extreme hot-humid events over eastern China with increased moisture and temperatures. The sensitivity experiments by the Community Atmosphere Model, version 5 (CAM5), with SST forcing yield similar influencing processes to the observations. Additionally, the effect of SIC may be potentially responsible for the hot conditions in extreme hot-humid events over eastern China. The signal of declining May SIC could persist to summer and then influence the SST anomalies to its south, which could also pro-duce a beneficial background for extreme hot-humid events to increase over eastern China by exciting the Rossby wave train propagating southeastward across the Mongolia-Lake Baikal region.",1 atmospheric model - sensitivity experiment,extreme hot-humid,Regional,China,Eastern China,Physics-based methods,Atmospheric model,"Community Atmosphere Model, version 5 (CAM5)",,,,,,,,,,22,6,0,0,1,0,25,13,91,0894-8755,1520-0442,,,,,,,,,,,,,,2023-05-31,WOS:000986763100001,,,Regional-scale
